matching_mode	accession	start	end	strand	status	candidate_reference_ids
exact	NC_005859.1	19931	20344	-	MATCHED	
exact	NC_005859.1	20341	21024	-	NO_REFERENCE_MATCH	
exact	NC_005859.1	21154	21753	-	MATCHED	
exact	NC_005859.1	21766	22518	-	MATCHED	
exact	NC_005859.1	22518	22871	-	MATCHED	
exact	NC_005859.1	22802	23245	-	MATCHED	
exact	NC_005859.1	23245	23742	-	MATCHED	
exact	NC_005859.1	23739	24437	-	MATCHED	
exact	NC_005859.1	24592	24936	-	MATCHED	
exact	NC_005859.1	25047	25331	-	MATCHED	
exact	NC_005859.1	25328	25657	-	NO_REFERENCE_MATCH	
exact	NC_005859.1	25638	26150	-	MATCHED	
exact	NC_005859.1	26147	26446	-	NO_REFERENCE_MATCH	
exact	NC_005859.1	26436	26717	-	MATCHED	
exact	NC_005859.1	26794	27141	-	MATCHED	
exact	NC_005859.1	27263	27439	-	NO_REFERENCE_MATCH	
exact	NC_005859.1	27495	27656	-	NO_REFERENCE_MATCH	
exact	NC_005859.1	27656	28024	-	MATCHED	
exact	NC_005859.1	28302	28592	-	MATCHED	
exact	NC_005859.1	28752	28916	-	MATCHED	
exact	NC_005859.1	28909	29160	-	MATCHED	
exact	NC_005859.1	29397	29978	-	MATCHED	
exact	NC_005859.1	29980	30180	-	MATCHED	
exact	NC_005859.1	30434	30550	-	NO_REFERENCE_MATCH	
exact	NC_005859.1	30566	30673	-	NO_REFERENCE_MATCH	
exact	NC_005859.1	30651	30824	-	MATCHED	
exact	NC_005859.1	31022	31606	-	MATCHED	
exact	NC_005859.1	32048	32140	-	NO_REFERENCE_MATCH	
exact	NC_005859.1	32240	32407	-	MATCHED	
exact	NC_005859.1	32612	32755	+	NO_REFERENCE_MATCH	
exact	NC_005859.1	32733	32942	+	NO_REFERENCE_MATCH	
exact	NC_005859.1	32995	33087	+	NO_REFERENCE_MATCH	
exact	NC_005859.1	33115	33213	+	NO_REFERENCE_MATCH	
exact	NC_005859.1	33205	33633	-	NO_REFERENCE_MATCH	
exact	NC_005859.1	33664	33849	-	MATCHED	
exact	NC_005859.1	33860	33988	-	NO_REFERENCE_MATCH	
exact	NC_005859.1	34006	34524	-	MATCHED	
exact	NC_005859.1	34627	34755	-	MATCHED	
exact	NC_005859.1	34806	35078	-	MATCHED	
exact	NC_005859.1	35617	35892	-	MATCHED	
exact	NC_005859.1	35983	36189	-	MATCHED	
exact	NC_005859.1	36182	36349	-	MATCHED	
exact	NC_005859.1	36379	37062	-	MATCHED	
exact	NC_005859.1	37279	37848	-	NO_REFERENCE_MATCH	
exact	NC_005859.1	37849	38034	-	NO_REFERENCE_MATCH	
exact	NC_005859.1	38064	39029	+	MATCHED	
exact	NC_005859.1	39051	39467	+	MATCHED	
exact	NC_005859.1	39477	39671	+	MATCHED	
exact	NC_005859.1	39791	40738	-	MATCHED	
exact	NC_005859.1	40917	41030	-	NO_REFERENCE_MATCH	
exact	NC_005859.1	41127	41216	-	NO_REFERENCE_MATCH	
exact	NC_005859.1	41229	41318	+	NO_REFERENCE_MATCH	
exact	NC_005859.1	41617	42045	-	NO_REFERENCE_MATCH	
exact	NC_005859.1	42051	42221	-	MATCHED	
exact	NC_005859.1	42290	42739	-	MATCHED	
exact	NC_005859.1	42745	43062	-	MATCHED	
exact	NC_005859.1	43078	43182	-	NO_REFERENCE_MATCH	
exact	NC_005859.1	43505	44143	-	MATCHED	
exact	NC_005859.1	44196	44378	-	MATCHED	
exact	NC_005859.1	44449	45150	-	MATCHED	
exact	NC_005859.1	45179	45415	-	MATCHED	
exact	NC_005859.1	45458	45973	-	MATCHED	
exact	NC_005859.1	46057	46335	-	MATCHED	
exact	NC_005859.1	46412	46888	-	MATCHED	
exact	NC_005859.1	47022	47861	-	MATCHED	
exact	NC_005859.1	47861	48394	-	MATCHED	
exact	NC_005859.1	48391	49536	-	MATCHED	
exact	NC_005859.1	49536	50060	-	MATCHED	
exact	NC_005859.1	50072	50179	-	NO_REFERENCE_MATCH	
exact	NC_005859.1	50163	52598	-	MATCHED	
exact	NC_005859.1	52678	52836	-	MATCHED	
exact	NC_005859.1	52838	53590	-	MATCHED	
exact	NC_005859.1	53607	53708	+	NO_REFERENCE_MATCH	
exact	NC_005859.1	53961	55685	+	MATCHED	
exact	NC_005859.1	55786	56166	+	MATCHED	
exact	NC_005859.1	56159	56392	+	MATCHED	
exact	NC_005859.1	56447	57265	+	MATCHED	
exact	NC_005859.1	57243	57428	+	MATCHED	
exact	NC_005859.1	57419	57601	+	MATCHED	
exact	NC_005859.1	57588	58094	+	MATCHED	
exact	NC_005859.1	58097	58525	+	MATCHED	
exact	NC_005859.1	58535	58927	+	MATCHED	
exact	NC_005859.1	58962	59063	+	NO_REFERENCE_MATCH	
exact	NC_005859.1	59204	59320	+	NO_REFERENCE_MATCH	
exact	NC_005859.1	59339	59455	+	NO_REFERENCE_MATCH	
exact	NC_005859.1	59545	62331	+	MATCHED	
exact	NC_005859.1	62318	62836	+	MATCHED	
exact	NC_005859.1	62820	63053	+	MATCHED	
exact	NC_005859.1	63122	63826	+	MATCHED	
exact	NC_005859.1	63819	64070	+	MATCHED	
exact	NC_005859.1	64174	64584	+	MATCHED	
exact	NC_005859.1	64621	64917	+	MATCHED	
exact	NC_005859.1	64968	65276	+	MATCHED	
exact	NC_005859.1	65364	66335	+	MATCHED	
exact	NC_005859.1	66308	66430	+	NO_REFERENCE_MATCH	
exact	NC_005859.1	66538	67317	+	MATCHED	
exact	NC_005859.1	67310	68077	+	MATCHED	
exact	NC_005859.1	68109	69617	+	MATCHED	
exact	NC_005859.1	69614	70147	+	MATCHED	
exact	NC_005859.1	70144	71034	+	MATCHED	
exact	NC_005859.1	71097	73664	+	MATCHED	
exact	NC_005859.1	73657	74154	+	MATCHED	
exact	NC_005859.1	74151	75503	+	MATCHED	
exact	NC_005859.1	75724	76008	+	MATCHED	
exact	NC_005859.1	76001	76774	+	MATCHED	
exact	NC_005859.1	76811	77788	+	MATCHED	
exact	NC_005859.1	77769	79607	+	MATCHED	
exact	NC_005859.1	79611	80093	+	MATCHED	
exact	NC_005859.1	80093	80968	+	MATCHED	
exact	NC_005859.1	80965	81411	+	MATCHED	
exact	NC_005859.1	81374	81637	+	MATCHED	
exact	NC_005859.1	81865	86055	-	MATCHED	
exact	NC_005859.1	86055	86318	-	MATCHED	
exact	NC_005859.1	86294	86479	-	MATCHED	
exact	NC_005859.1	86484	88550	-	MATCHED	
exact	NC_005859.1	88551	91400	-	MATCHED	
exact	NC_005859.1	91397	92011	-	MATCHED	
exact	NC_005859.1	92014	92103	-	NO_REFERENCE_MATCH	
exact	NC_005859.1	92121	95780	-	MATCHED	
exact	NC_005859.1	95777	96574	-	NO_REFERENCE_MATCH	
exact	NC_005859.1	96624	96992	-	MATCHED	
exact	NC_005859.1	97054	97458	-	MATCHED	
exact	NC_005859.1	97458	98354	-	MATCHED	
exact	NC_005859.1	98359	99753	-	MATCHED	
exact	NC_005859.1	99780	100265	-	MATCHED	
exact	NC_005859.1	100269	101036	-	MATCHED	
exact	NC_005859.1	101036	101548	-	MATCHED	
exact	NC_005859.1	101608	102984	-	MATCHED	
exact	NC_005859.1	103002	103634	-	MATCHED	
exact	NC_005859.1	103638	104132	-	MATCHED	
exact	NC_005859.1	104135	105346	-	MATCHED	
exact	NC_005859.1	105346	105783	-	MATCHED	
exact	NC_005859.1	105773	106606	-	MATCHED	
exact	NC_005859.1	106618	107934	-	MATCHED	
exact	NC_005859.1	107934	108416	-	MATCHED	
exact	NC_005859.1	108427	110349	-	MATCHED	
exact	NC_005859.1	110429	110662	+	MATCHED	
exact	NC_005859.1	110781	110954	+	NO_REFERENCE_MATCH	
exact	NC_005859.1	110954	111061	+	MATCHED	
exact	NC_005859.1	111058	111252	+	MATCHED	
exact	NC_005859.1	111245	111490	+	MATCHED	
exact	NC_005859.1	111523	111651	+	NO_REFERENCE_MATCH	
exact	NC_005859.1	111655	112389	-	NO_REFERENCE_MATCH	
exact	NC_005859.1	112470	112865	-	NO_REFERENCE_MATCH	
exact	NC_005859.1	112902	113180	-	NO_REFERENCE_MATCH	
exact	NC_005859.1	113237	114907	-	NO_REFERENCE_MATCH	
exact	NC_005859.1	115004	115201	-	NO_REFERENCE_MATCH	
exact	NC_005859.1	115258	115665	-	NO_REFERENCE_MATCH	
exact	NC_005859.1	115761	116012	-	NO_REFERENCE_MATCH	
exact	NC_005859.1	116069	116170	+	NO_REFERENCE_MATCH	
exact	NC_005859.1	116246	116449	-	NO_REFERENCE_MATCH	
exact	NC_005859.1	116446	116649	-	NO_REFERENCE_MATCH	
exact	NC_005859.1	116737	116850	+	NO_REFERENCE_MATCH	
exact	NC_005859.1	116942	117460	-	NO_REFERENCE_MATCH	
exact	NC_005859.1	117736	117825	-	NO_REFERENCE_MATCH	
exact	NC_005859.1	118026	119036	+	NO_REFERENCE_MATCH	
exact	NC_005859.1	119155	119385	+	NO_REFERENCE_MATCH	
exact	NC_005859.1	119435	119614	+	NO_REFERENCE_MATCH	
exact	NC_005859.1	119617	119829	+	NO_REFERENCE_MATCH	
exact	NC_005859.1	119831	120175	+	NO_REFERENCE_MATCH	
exact	NC_005859.1	120212	120469	+	NO_REFERENCE_MATCH	
exact	NC_005859.1	120485	120688	+	NO_REFERENCE_MATCH	
exact	NC_005859.1	120702	120929	-	NO_REFERENCE_MATCH	
exact	NC_005859.1	121184	121414	-	NO_REFERENCE_MATCH	
exact	NC_005859.1	121455	121748	-	NO_REFERENCE_MATCH	
exact	NC_001422.1	2	136	+	NO_REFERENCE_MATCH	
exact	NC_001422.1	133	393	+	MATCHED	
exact	NC_001422.1	390	848	+	MATCHED	
exact	NC_001422.1	848	964	+	MATCHED	
exact	NC_001422.1	1001	2284	+	MATCHED	
exact	NC_001422.1	2395	2922	+	MATCHED	
exact	NC_001422.1	2931	3917	+	MATCHED	
exact	NC_001422.1	3981	5384	+	NO_REFERENCE_MATCH	
exact	NC_002371.2	1	225	+	NO_REFERENCE_MATCH	
exact	NC_002371.2	203	1702	+	MATCHED	
exact	NC_002371.2	1702	3879	+	MATCHED	
exact	NC_002371.2	3893	4804	+	MATCHED	
exact	NC_002371.2	4804	6096	+	MATCHED	
exact	NC_002371.2	6135	6344	+	MATCHED	
exact	NC_002371.2	6328	6828	+	MATCHED	
exact	NC_002371.2	6788	8206	+	MATCHED	
exact	NC_002371.2	8210	8911	+	MATCHED	
exact	NC_002371.2	8911	9366	+	MATCHED	
exact	NC_002371.2	9369	10058	+	MATCHED	
exact	NC_002371.2	10069	11484	+	MATCHED	
exact	NC_002371.2	11484	13313	+	MATCHED	
exact	NC_002371.2	13336	14046	-	NO_REFERENCE_MATCH	
exact	NC_002371.2	14020	14226	+	NO_REFERENCE_MATCH	
exact	NC_002371.2	14240	14419	-	MATCHED	
exact	NC_002371.2	14519	15106	-	NO_REFERENCE_MATCH	
exact	NC_002371.2	15091	15993	+	MATCHED	
exact	NC_002371.2	16204	18207	+	MATCHED	
exact	NC_002371.2	18266	19498	-	NO_REFERENCE_MATCH	
exact	NC_002371.2	19519	19623	-	NO_REFERENCE_MATCH	
exact	NC_002371.2	19713	20690	-	NO_REFERENCE_MATCH	
exact	NC_002371.2	20642	21004	-	MATCHED	
exact	NC_002371.2	21155	21244	+	NO_REFERENCE_MATCH	
exact	NC_002371.2	21353	22516	-	MATCHED	
exact	NC_002371.2	22548	22718	-	NO_REFERENCE_MATCH	
exact	NC_002371.2	22746	23381	-	MATCHED	
exact	NC_002371.2	23463	23702	-	NO_REFERENCE_MATCH	
exact	NC_002371.2	23758	24711	-	MATCHED	
exact	NC_002371.2	24715	24903	-	NO_REFERENCE_MATCH	
exact	NC_002371.2	24906	25616	-	NO_REFERENCE_MATCH	
exact	NC_002371.2	25496	25855	-	MATCHED	
exact	NC_002371.2	25830	25967	-	MATCHED	
exact	NC_002371.2	25964	26461	-	MATCHED	
exact	NC_002371.2	26449	26619	-	MATCHED	
exact	NC_002371.2	26630	26923	-	MATCHED	
exact	NC_002371.2	26970	27254	-	MATCHED	
exact	NC_002371.2	27254	27871	-	MATCHED	
exact	NC_002371.2	27868	28011	-	MATCHED	
exact	NC_002371.2	28001	28189	-	MATCHED	
exact	NC_002371.2	28170	28328	-	MATCHED	
exact	NC_002371.2	28414	28725	-	MATCHED	
exact	NC_002371.2	28873	29076	-	MATCHED	
exact	NC_002371.2	29076	29312	-	MATCHED	
exact	NC_002371.2	29349	29543	-	MATCHED	
exact	NC_002371.2	29581	30336	+	NO_REFERENCE_MATCH	
exact	NC_002371.2	30387	30545	+	NO_REFERENCE_MATCH	
exact	NC_002371.2	30679	30891	+	NO_REFERENCE_MATCH	
exact	NC_002371.2	31013	31663	-	MATCHED	
exact	NC_002371.2	31744	31929	+	MATCHED	
exact	NC_002371.2	32036	32314	+	MATCHED	
exact	NC_002371.2	32349	32495	+	MATCHED	
exact	NC_002371.2	32488	33303	+	MATCHED	
exact	NC_002371.2	33300	34676	+	MATCHED	
exact	NC_002371.2	34750	35187	+	MATCHED	
exact	NC_002371.2	35184	35357	+	MATCHED	
exact	NC_002371.2	35324	35500	+	MATCHED	
exact	NC_002371.2	35497	35835	+	MATCHED	
exact	NC_002371.2	35828	36004	+	MATCHED	
exact	NC_002371.2	35997	36608	+	MATCHED	
exact	NC_002371.2	36605	36829	+	MATCHED	
exact	NC_002371.2	36856	37029	+	NO_REFERENCE_MATCH	
exact	NC_002371.2	37010	37189	+	MATCHED	
exact	NC_002371.2	37186	37809	+	MATCHED	
exact	NC_002371.2	37899	38108	+	NO_REFERENCE_MATCH	
exact	NC_002371.2	38131	38235	+	NO_REFERENCE_MATCH	
exact	NC_002371.2	38244	38570	+	MATCHED	
exact	NC_002371.2	38554	38991	+	NO_REFERENCE_MATCH	
exact	NC_002371.2	38988	39425	+	MATCHED	
exact	NC_002371.2	39466	39651	+	NO_REFERENCE_MATCH	
exact	NC_002371.2	39644	40180	+	NO_REFERENCE_MATCH	
exact	NC_002371.2	40173	40325	-	NO_REFERENCE_MATCH	
exact	NC_002371.2	40310	40474	-	NO_REFERENCE_MATCH	
exact	NC_002371.2	40446	40706	-	NO_REFERENCE_MATCH	
exact	NC_002371.2	40768	40932	+	NO_REFERENCE_MATCH	
exact	NC_002371.2	40947	41039	+	NO_REFERENCE_MATCH	
exact	NC_002371.2	41014	41256	+	MATCHED	
exact	NC_002371.2	41258	41437	+	MATCHED	
exact	NC_002371.2	41455	41724	+	NO_REFERENCE_MATCH	
exact	NC_000929.1	3	101	-	NO_REFERENCE_MATCH	
exact	NC_000929.1	339	863	-	MATCHED	
exact	NC_000929.1	1015	1131	-	NO_REFERENCE_MATCH	
exact	NC_000929.1	1099	1326	+	MATCHED	
exact	NC_000929.1	1328	3319	+	MATCHED	
exact	NC_000929.1	3358	4296	+	MATCHED	
exact	NC_000929.1	4312	4539	+	NO_REFERENCE_MATCH	
exact	NC_000929.1	4542	4772	+	MATCHED	
exact	NC_000929.1	4784	5047	+	MATCHED	
exact	NC_000929.1	5038	5481	+	NO_REFERENCE_MATCH	
exact	NC_000929.1	5482	5781	+	MATCHED	
exact	NC_000929.1	5801	6325	+	MATCHED	
exact	NC_000929.1	6424	6954	+	MATCHED	
exact	NC_000929.1	6954	7484	+	MATCHED	
exact	NC_000929.1	7471	7653	+	MATCHED	
exact	NC_000929.1	7655	7957	+	MATCHED	
exact	NC_000929.1	7896	8162	-	MATCHED	
exact	NC_000929.1	8233	8784	+	MATCHED	
exact	NC_000929.1	8781	9170	+	MATCHED	
exact	NC_000929.1	9248	9466	+	MATCHED	
exact	NC_000929.1	9459	9821	+	MATCHED	
exact	NC_000929.1	9831	9950	+	MATCHED	
exact	NC_000929.1	9963	10385	+	MATCHED	
exact	NC_000929.1	10477	10995	+	NO_REFERENCE_MATCH	
exact	NC_000929.1	11211	11567	+	NO_REFERENCE_MATCH	
exact	NC_000929.1	11524	11718	+	MATCHED	
exact	NC_000929.1	11718	12017	+	MATCHED	
exact	NC_000929.1	12014	12304	+	MATCHED	
exact	NC_000929.1	12316	12891	+	MATCHED	
exact	NC_000929.1	12707	14554	+	NO_REFERENCE_MATCH	
exact	NC_000929.1	14554	16092	+	MATCHED	
exact	NC_000929.1	16073	17392	+	MATCHED	
exact	NC_000929.1	17401	17859	+	NO_REFERENCE_MATCH	
exact	NC_000929.1	18056	19141	+	MATCHED	
exact	NC_000929.1	19138	20055	+	MATCHED	
exact	NC_000929.1	20122	20532	+	MATCHED	
exact	NC_000929.1	20529	20954	+	MATCHED	
exact	NC_000929.1	20954	21502	+	MATCHED	
exact	NC_000929.1	21486	21692	+	NO_REFERENCE_MATCH	
exact	NC_000929.1	21689	23176	+	MATCHED	
exact	NC_000929.1	23186	23542	+	MATCHED	
exact	NC_000929.1	23552	23986	+	MATCHED	
exact	NC_000929.1	24028	24168	+	NO_REFERENCE_MATCH	
exact	NC_000929.1	24131	26203	+	MATCHED	
exact	NC_000929.1	26208	27695	+	MATCHED	
exact	NC_000929.1	27688	28827	+	MATCHED	
exact	NC_000929.1	28863	29408	+	NO_REFERENCE_MATCH	
exact	NC_000929.1	29405	29842	+	MATCHED	
exact	NC_000929.1	29843	30925	+	MATCHED	
exact	NC_000929.1	30916	31458	+	MATCHED	
exact	NC_000929.1	31458	32972	+	MATCHED	
exact	NC_000929.1	32975	33502	+	MATCHED	
exact	NC_000929.1	33531	34064	-	MATCHED	
exact	NC_000929.1	34067	35263	-	NO_REFERENCE_MATCH	
exact	NC_000929.1	35299	35673	+	NO_REFERENCE_MATCH	
exact	NC_000929.1	35768	35956	+	MATCHED	
exact	NC_000929.1	35877	36602	+	MATCHED	
relaxed	NC_000866.4	12	2189	-	MATCHED	
relaxed	NC_000866.4	2200	2403	-	MATCHED	
relaxed	NC_000866.4	2458	2751	-	NO_REFERENCE_MATCH	
relaxed	NC_000866.4	2850	2954	-	NO_REFERENCE_MATCH	
relaxed	NC_000866.4	2971	3351	-	MATCHED	
relaxed	NC_000866.4	3457	3549	-	NO_REFERENCE_MATCH	
relaxed	NC_000866.4	3654	3767	-	MATCHED	
relaxed	NC_000866.4	3778	5328	-	MATCHED	
relaxed	NC_000866.4	5398	5595	-	MATCHED	
relaxed	NC_000866.4	5702	5839	-	MATCHED	
relaxed	NC_000866.4	5842	6267	-	MATCHED	
relaxed	NC_000866.4	6267	6482	-	MATCHED	
relaxed	NC_000866.4	6500	6589	+	NO_REFERENCE_MATCH	
relaxed	NC_000866.4	6653	7141	-	MATCHED	
relaxed	NC_000866.4	7218	7307	-	NO_REFERENCE_MATCH	
relaxed	NC_000866.4	7291	7650	-	MATCHED	
relaxed	NC_000866.4	7661	8161	-	MATCHED	
relaxed	NC_000866.4	8225	8908	-	MATCHED	
relaxed	NC_000866.4	8908	9150	-	MATCHED	
relaxed	NC_000866.4	9143	9388	-	MATCHED	
relaxed	NC_000866.4	9410	10729	-	MATCHED	
relaxed	NC_000866.4	10726	11037	-	MATCHED	
relaxed	NC_000866.4	11039	11785	-	MATCHED	
relaxed	NC_000866.4	11908	12510	-	MATCHED	
relaxed	NC_000866.4	12507	13130	-	MATCHED	
relaxed	NC_000866.4	13198	13380	-	MATCHED	
relaxed	NC_000866.4	13389	13859	-	MATCHED	
relaxed	NC_000866.4	13852	14016	-	MATCHED	
relaxed	NC_000866.4	14013	14198	-	MATCHED	
relaxed	NC_000866.4	14191	14676	-	MATCHED	
relaxed	NC_000866.4	14685	15026	-	MATCHED	
relaxed	NC_000866.4	15026	15232	-	MATCHED	
relaxed	NC_000866.4	15260	15349	-	NO_REFERENCE_MATCH	
relaxed	NC_000866.4	15331	15573	-	MATCHED	
relaxed	NC_000866.4	15606	16280	-	MATCHED	
relaxed	NC_000866.4	16270	16785	-	MATCHED	
relaxed	NC_000866.4	16846	17625	-	MATCHED	
relaxed	NC_000866.4	17653	17766	+	NO_REFERENCE_MATCH	
relaxed	NC_000866.4	17738	17938	+	NO_REFERENCE_MATCH	
relaxed	NC_000866.4	17935	18963	-	MATCHED	
relaxed	NC_000866.4	18966	19130	-	MATCHED	
relaxed	NC_000866.4	19132	19758	-	MATCHED	
relaxed	NC_000866.4	19758	20051	-	MATCHED	
relaxed	NC_000866.4	20112	20369	-	MATCHED	
relaxed	NC_000866.4	20371	20553	-	MATCHED	
relaxed	NC_000866.4	20612	22039	-	MATCHED	
relaxed	NC_000866.4	22049	22393	-	MATCHED	
relaxed	NC_000866.4	22386	23561	-	MATCHED	
relaxed	NC_000866.4	23570	24235	-	MATCHED	
relaxed	NC_000866.4	24279	24410	-	NO_REFERENCE_MATCH	
relaxed	NC_000866.4	24400	25455	-	MATCHED	
relaxed	NC_000866.4	25479	26219	-	MATCHED	
relaxed	NC_000866.4	26227	26376	-	NO_REFERENCE_MATCH	
relaxed	NC_000866.4	26373	26624	-	MATCHED	
relaxed	NC_000866.4	26636	27013	-	MATCHED	
relaxed	NC_000866.4	27010	27126	-	NO_REFERENCE_MATCH	
relaxed	NC_000866.4	27197	29893	-	MATCHED	
relaxed	NC_000866.4	29972	30340	-	MATCHED	
relaxed	NC_000866.4	30342	30905	-	MATCHED	
relaxed	NC_000866.4	30907	31866	-	MATCHED	
relaxed	NC_000866.4	31917	32603	-	MATCHED	
relaxed	NC_000866.4	32659	33048	-	MATCHED	
relaxed	NC_000866.4	33058	33246	-	MATCHED	
relaxed	NC_000866.4	33302	34942	-	MATCHED	
relaxed	NC_000866.4	34981	35196	-	MATCHED	
relaxed	NC_000866.4	35168	35431	-	MATCHED	
relaxed	NC_000866.4	35428	36447	-	MATCHED	
relaxed	NC_000866.4	36444	36584	-	MATCHED	
relaxed	NC_000866.4	36624	37826	-	MATCHED	
relaxed	NC_000866.4	37885	38679	-	MATCHED	
relaxed	NC_000866.4	38731	38922	-	MATCHED	
relaxed	NC_000866.4	38907	39110	-	MATCHED	
relaxed	NC_000866.4	39079	39396	-	MATCHED	
relaxed	NC_000866.4	39398	39616	-	MATCHED	
relaxed	NC_000866.4	39600	40157	-	MATCHED	
relaxed	NC_000866.4	40193	40456	-	MATCHED	
relaxed	NC_000866.4	40459	40785	-	MATCHED	
relaxed	NC_000866.4	40799	41038	-	MATCHED	
relaxed	NC_000866.4	41039	41170	-	MATCHED	
relaxed	NC_000866.4	41178	41471	-	MATCHED	
relaxed	NC_000866.4	41464	41646	-	MATCHED	
relaxed	NC_000866.4	41805	42113	-	MATCHED	
relaxed	NC_000866.4	42116	42328	-	MATCHED	
relaxed	NC_000866.4	42370	42468	-	NO_REFERENCE_MATCH	
relaxed	NC_000866.4	42446	42916	-	MATCHED	
relaxed	NC_000866.4	42906	43538	-	MATCHED	
relaxed	NC_000866.4	43535	44728	-	NO_REFERENCE_MATCH	
relaxed	NC_000866.4	44836	45612	-	MATCHED	
relaxed	NC_000866.4	45575	45694	+	NO_REFERENCE_MATCH	
relaxed	NC_000866.4	45840	46385	-	NO_REFERENCE_MATCH	
relaxed	NC_000866.4	46382	46855	-	MATCHED	
relaxed	NC_000866.4	46897	47382	-	MATCHED	
relaxed	NC_000866.4	47366	47521	-	MATCHED	
relaxed	NC_000866.4	47506	47826	-	MATCHED	
relaxed	NC_000866.4	47823	48131	-	MATCHED	
relaxed	NC_000866.4	48128	48391	-	MATCHED	
relaxed	NC_000866.4	48393	48635	-	MATCHED	
relaxed	NC_000866.4	48622	48936	-	MATCHED	
relaxed	NC_000866.4	48933	49859	-	MATCHED	
relaxed	NC_000866.4	49914	50915	-	MATCHED	
relaxed	NC_000866.4	50973	51995	-	MATCHED	
relaxed	NC_000866.4	52066	52893	-	MATCHED	
relaxed	NC_000866.4	52901	53302	-	MATCHED	
relaxed	NC_000866.4	53358	53885	-	MATCHED	
relaxed	NC_000866.4	53946	54248	-	MATCHED	
relaxed	NC_000866.4	54343	55320	-	MATCHED	
relaxed	NC_000866.4	55340	55438	-	NO_REFERENCE_MATCH	
relaxed	NC_000866.4	55435	56469	-	MATCHED	
relaxed	NC_000866.4	56429	57208	-	MATCHED	
relaxed	NC_000866.4	57283	57828	-	MATCHED	
relaxed	NC_000866.4	57892	57993	-	NO_REFERENCE_MATCH	
relaxed	NC_000866.4	58049	58165	-	MATCHED	
relaxed	NC_000866.4	58155	58349	-	MATCHED	
relaxed	NC_000866.4	58352	58534	-	MATCHED	
relaxed	NC_000866.4	58534	58722	-	MATCHED	
relaxed	NC_000866.4	58819	59205	-	MATCHED	
relaxed	NC_000866.4	59202	59495	-	MATCHED	
relaxed	NC_000866.4	59508	59720	-	MATCHED	
relaxed	NC_000866.4	59763	60344	-	MATCHED	
relaxed	NC_000866.4	60346	60534	-	MATCHED	
relaxed	NC_000866.4	60531	60722	-	MATCHED	
relaxed	NC_000866.4	60713	60925	-	MATCHED	
relaxed	NC_000866.4	60922	61389	-	MATCHED	
relaxed	NC_000866.4	61386	61733	-	MATCHED	
relaxed	NC_000866.4	61726	62271	-	MATCHED	
relaxed	NC_000866.4	62279	62740	-	MATCHED	
relaxed	NC_000866.4	62800	63078	-	MATCHED	
relaxed	NC_000866.4	63078	63344	-	MATCHED	
relaxed	NC_000866.4	63337	63459	-	NO_REFERENCE_MATCH	
relaxed	NC_000866.4	63557	63919	-	MATCHED	
relaxed	NC_000866.4	63927	64256	-	MATCHED	
relaxed	NC_000866.4	64253	64912	-	MATCHED	
relaxed	NC_000866.4	64939	65355	-	MATCHED	
relaxed	NC_000866.4	65416	65718	-	MATCHED	
relaxed	NC_000866.4	65834	66415	-	MATCHED	
relaxed	NC_000866.4	66503	66997	-	MATCHED	
relaxed	NC_000866.4	67035	67490	-	MATCHED	
relaxed	NC_000866.4	67472	67570	-	NO_REFERENCE_MATCH	
relaxed	NC_000866.4	67572	67664	-	NO_REFERENCE_MATCH	
relaxed	NC_000866.4	67652	67960	-	MATCHED	
relaxed	NC_000866.4	67957	68319	-	MATCHED	
relaxed	NC_000866.4	68301	68693	-	MATCHED	
relaxed	NC_000866.4	68662	69270	-	MATCHED	
relaxed	NC_000866.4	69312	69905	-	MATCHED	
relaxed	NC_000866.4	69968	70303	-	MATCHED	
relaxed	NC_000866.4	70360	70623	-	MATCHED	
relaxed	NC_000866.4	70587	70676	-	NO_REFERENCE_MATCH	
relaxed	NC_000866.4	70821	70982	-	NO_REFERENCE_MATCH	
relaxed	NC_000866.4	70979	71098	-	NO_REFERENCE_MATCH	
relaxed	NC_000866.4	71253	71918	-	MATCHED	
relaxed	NC_000866.4	72628	72915	-	MATCHED	
relaxed	NC_000866.4	72918	73328	-	MATCHED	
relaxed	NC_000866.4	73329	73514	-	MATCHED	
relaxed	NC_000866.4	73591	73878	-	MATCHED	
relaxed	NC_000866.4	73952	74410	-	MATCHED	
relaxed	NC_000866.4	74407	74649	-	MATCHED	
relaxed	NC_000866.4	74649	75374	-	MATCHED	
relaxed	NC_000866.4	75424	75954	-	MATCHED	
relaxed	NC_000866.4	76061	76885	-	MATCHED	
relaxed	NC_000866.4	76885	77337	-	MATCHED	
relaxed	NC_000866.4	77385	77975	+	MATCHED	
relaxed	NC_000866.4	77959	79686	+	MATCHED	
relaxed	NC_000866.4	79661	80215	+	MATCHED	
relaxed	NC_000866.4	80196	80618	+	MATCHED	
relaxed	NC_000866.4	80621	80791	+	MATCHED	
relaxed	NC_000866.4	80779	81072	+	MATCHED	
relaxed	NC_000866.4	81081	83063	+	MATCHED	
relaxed	NC_000866.4	83060	86158	+	MATCHED	
relaxed	NC_000866.4	86151	87155	+	MATCHED	
relaxed	NC_000866.4	87219	88085	+	MATCHED	
relaxed	NC_000866.4	88085	89893	+	MATCHED	
relaxed	NC_000866.4	89893	90552	+	MATCHED	
relaxed	NC_000866.4	90549	92132	+	MATCHED	
relaxed	NC_000866.4	92129	93592	+	MATCHED	
